ticket_id,client_name,client_sector,ticket_subject,ticket_description,module,component,urgency_signals,previous_classification,correct_ticket_type,correct_priority,correct_target_team,preferred_resolver
SIS-2026-0243,Braga Print House,printing,Pedido de novas permissões,"Não existe falha atual; é uma alteração de parametrização para acomodar processo novo. Já reiniciaram sessão, browser e posto, sem conclusão clara. Existe impacto relevante no dia de trabalho, embora ainda haja algum contorno manual.",user_permissions,roles_profiles,cliente à espera,configuration_request / medium / technical_support,configuration_request,high,technical_support,
SIS-2026-0244,PrintWorks Porto,printing,Journal entries missing after import,"A contabilidade encontra o documento na origem mas os lançamentos associados não aparecem no diário final. Já reiniciaram sessão, browser e posto, sem conclusão clara. Sem isto resolvido hoje, a operação financeira ou produtiva fica efetivamente bloqueada.",accounting,journal_entries,expedição parada,client_misunderstanding / medium / support_level_1,data_issue,critical,technical_support,
SIS-2026-0245,FibraSul,paper converting,Pedido de workshop para planners,"Os planeadores usam o quadro há meses, mas com a mudança de responsável surgiram dúvidas sobre prioridades, cores e bloqueios. Pode ser necessário validar em ambiente real e não só em teste. Há alguma sensibilidade comercial, mas sem dramatização no pedido. O processo continua a funcionar e o pedido pode entrar em fila normal.",production,scheduling,pode esperar,configuration_request / medium / technical_support,training_needed,low,training_consulting,Ana Martins
SIS-2026-0246,PrintWorks Porto,printing,Sessão de esclarecimento sobre transferências internas,"Pelo histórico, uma sessão curta deve ser mais útil do que responder caso a caso. Pode ser necessário validar em ambiente real e não só em teste. No ticket interno alguém escreveu “talvez seja processo”, mas sem certeza. O cliente pediu retorno curto mesmo que ainda não haja solução final. Não é um bloqueio total; mesmo assim já está a consumir tempo e retrabalho.",stock,warehouse_transfer,impacto moderado,configuration_request / medium / technical_support,training_needed,medium,training_consulting,Joao Pereira
SIS-2026-0247,LusoPack Embalagens,packaging,Webservice failing on production calls,"As chamadas para a API externa estão a falhar por timeout e as encomendas deixam de entrar automaticamente. Se precisarem de mais detalhe, o contacto principal está disponível de tarde. Existe impacto relevante no dia de trabalho, embora ainda haja algum contorno manual.",integrations,api,afeta vários utilizadores,infrastructure_problem / high / infrastructure,infrastructure_problem,high,infrastructure,
SIS-2026-0248,AlfaForms,forms and labels,Ambiente muito lento desde esta manhã,"O sistema abre, mas quase todos os ecrãs demoram demasiado tempo e alguns acabam por falhar. Pode ser necessário validar em ambiente real e não só em teste. Ainda estamos a confirmar se acontece em todas as empresas do grupo ou só nesta. Há alguma sensibilidade comercial, mas sem dramatização no pedido. O impacto reportado é imediato e o cliente diz que o processo principal ficou parado.",general,performance,sem faturar,,infrastructure_problem,critical,infrastructure,
SIS-2026-0249,ValeFlex,printing,Sugestão para melhorar registo em produção,Os operadores pedem um aviso mais visível quando a ordem já está concluída para evitar lançamentos repetidos. Não é um bloqueio total; mesmo assim já está a consumir tempo e retrabalho.,production,shop_floor,há workaround parcial,feature_request / low / account_management,feature_request,medium,technical_support,
SIS-2026-0250,FibraSul,paper converting,Dúvida funcional no planeamento,"Pode haver mistura de configuração com utilização normal. O texto do cliente não é conclusivo. O pedido entrou com pouco contexto e alguma pressa. Podemos recolher base de dados de exemplo se for preciso, mas ainda não foi pedido. Não é um bloqueio total; mesmo assim já está a consumir tempo e retrabalho.",production,scheduling,há workaround parcial,client_misunderstanding / low / support_level_1,client_misunderstanding,medium,support_level_1,
SIS-2026-0251,FibraSul,paper converting,Need setup change in cost calculation,"Pode tocar financeiramente o negócio, portanto convém tratar com cuidado mesmo sem ser crítico. Ainda não anexaram prints, mas podem enviar. Há quem diga que é só configuração; outros acham que começou depois da última atualização. O impacto é real, mas a equipa ainda consegue trabalhar com alguma contenção.",production,cost_calculation,há workaround parcial; fecho do mês,configuration_request / medium / technical_support,configuration_request,medium,technical_support,Carla Sousa
SIS-2026-0252,EuroPackaging PT,packaging,Login intermitente no ambiente,"É o tipo de situação em que errar para baixo custa mais do que escalar cedo. Ainda estamos a confirmar se acontece em todas as empresas do grupo ou só nesta. Há alguma sensibilidade comercial, mas sem dramatização no pedido. O impacto é real, mas a equipa ainda consegue trabalhar com alguma contenção.",general,login,impacto moderado,software_bug / high / development,infrastructure_problem,medium,infrastructure,
SIS-2026-0253,NorteCartao,packaging,Regra de aprovação repete notificações,"Há prints do estado antes e depois; podemos enviar se ajudar. Há referência a outro ticket antigo, mas sem número. Sem isto resolvido hoje, a operação financeira ou produtiva fica efetivamente bloqueada.",user_permissions,approvals,expedição parada,configuration_request / medium / technical_support,software_bug,critical,development,
SIS-2026-0254,LusoPack Embalagens,packaging,Question about dashboard totals,"O utilizador compara dois meses sem reparar que um dos painéis está filtrado por vendedor. A equipa insiste que o problema é novo, mas não quantifica bem quando começou. Se possível, manter com Miguel Santos porque já conhece o contexto do cliente. O cliente pediu retorno curto mesmo que ainda não haja solução final. O processo continua a funcionar e o pedido pode entrar em fila normal.",reporting,dashboards,melhoria para analisar,training_needed / medium / training_consulting,client_misunderstanding,low,support_level_1,Miguel Santos
SIS-2026-0255,TextilMinho,textile,Bug na confirmação de produção,"No chão de fábrica conseguem apontar tempos mas a ordem fica presa quando tentam fechar o consumo real. A descrição veio por telefone e foi resumida internamente. Ainda estamos a confirmar se acontece em todas as empresas do grupo ou só nesta. Se precisarem de mais detalhe, o contacto principal está disponível de tarde. O cliente consegue continuar de forma limitada, mas com custo operacional claro.",production,work_orders,parcialmente parado; precisamos esta semana,client_misunderstanding / medium / support_level_1,software_bug,high,development,
SIS-2026-0256,Cartonagem Douro,packaging,Need setup change in cost calculation,"Pode tocar financeiramente o negócio, portanto convém tratar com cuidado mesmo sem ser crítico. O utilizador admite que pode estar a seguir um passo desatualizado. Não é um bloqueio total; mesmo assim já está a consumir tempo e retrabalho.",production,cost_calculation,afeta uma equipa,,configuration_request,medium,technical_support,
SIS-2026-0257,FlexoPrime,printing,URGENTE - API externa deixou de responder,"Ainda não sabemos se o problema está no nosso lado, no certificado ou no parceiro. Já reiniciaram sessão, browser e posto, sem conclusão clara. Se precisarem de mais detalhe, o contacto principal está disponível de tarde. Existe impacto relevante no dia de trabalho, embora ainda haja algum contorno manual.",integrations,api,parcialmente parado,,infrastructure_problem,high,infrastructure,
SIS-2026-0258,Cartonagem Douro,packaging,Dashboard exporta ficheiro corrompido,"O dashboard apresenta valores no ecrã, mas o ficheiro exportado fica vazio ou com colunas trocadas. No ticket interno alguém escreveu “talvez seja processo”, mas sem certeza. Há alguma sensibilidade comercial, mas sem dramatização no pedido. O impacto é real, mas a equipa ainda consegue trabalhar com alguma contenção.",reporting,excel_export,há workaround parcial,configuration_request / medium / technical_support,software_bug,medium,technical_support,
SIS-2026-0259,EtiquetaFina,labels,E-invoice status stuck after sending,"Os documentos seguem para o operador, mas no ERP permanecem como pendentes e a equipa não sabe o que já foi realmente enviado. O cliente pediu retorno curto mesmo que ainda não haja solução final. O impacto reportado é imediato e o cliente diz que o processo principal ficou parado.",invoicing,e_invoice,todos bloqueados,client_misunderstanding / medium / support_level_1,data_issue,critical,technical_support,
SIS-2026-0260,PlastiCentro,plastics,Erro ao descarregar mapa para Excel,"Não é crítico para a operação minuto a minuto, mas o cliente usa este ficheiro em reunião com direção e o erro já foi reproduzido várias vezes. A equipa insiste que o problema é novo, mas não quantifica bem quando começou. Não é um bloqueio total; mesmo assim já está a consumir tempo e retrabalho.",reporting,excel_export,afeta uma equipa,configuration_request / medium / technical_support,software_bug,medium,technical_support,
SIS-2026-0261,EuroPackaging PT,packaging,Performance degradada no ERP,"Não temos um erro único; é degradação geral percebida por equipas diferentes. Ainda não anexaram prints, mas podem enviar. O cliente pediu retorno curto mesmo que ainda não haja solução final. O cliente consegue continuar de forma limitada, mas com custo operacional claro.",general,performance,fecho do mês,technical issue / high / infrastructure,infrastructure_problem,high,infrastructure,
SIS-2026-0262,FlexoPrime,printing,Pedido de campo extra na reclamação,"Mesmo sem urgência, é legítimo do ponto de vista de processo. O utilizador admite que pode estar a seguir um passo desatualizado. Há alguma sensibilidade comercial, mas sem dramatização no pedido. O processo continua a funcionar e o pedido pode entrar em fila normal.",CRM,complaints,melhoria para analisar,feature_request / low / account_management,feature_request,low,account_management,
SIS-2026-0263,TextilMinho,textile,Melhoria no SAF-T para auditoria interna,"O processo atual cumpre o mínimo necessário; este pedido é otimização operacional. A descrição veio por telefone e foi resumida internamente. No ticket interno alguém escreveu “talvez seja processo”, mas sem certeza. O impacto é real, mas a equipa ainda consegue trabalhar com alguma contenção.",accounting,saft_export,convém validar com alguma brevidade,,feature_request,medium,technical_support,
SIS-2026-0264,FibraSul,paper converting,Utilizadores relatam lentidão geral,"Não temos um erro único; é degradação geral percebida por equipas diferentes. Já reiniciaram sessão, browser e posto, sem conclusão clara. O cliente pediu retorno curto mesmo que ainda não haja solução final. O cliente consegue continuar de forma limitada, mas com custo operacional claro.",general,performance,afeta vários utilizadores,,infrastructure_problem,high,infrastructure,
SIS-2026-0265,EuroPackaging PT,packaging,Erro ao emitir fatura final,"O utilizador confirma que a série está certa e o problema só aparece quando tenta gravar o documento final. Ontem estavam a faturar normalmente. Há referência a outro ticket antigo, mas sem número. Se fizer sentido, podem manter o ticket com análise humana antes de encaminhar. Sem isto resolvido hoje, a operação financeira ou produtiva fica efetivamente bloqueada.",invoicing,invoice_emission,todos bloqueados,data_issue / high / technical_support,software_bug,critical,development,
SIS-2026-0266,TextilMinho,textile,Nova regra para overhead de produção,"A direção industrial quer que um custo indireto passe a entrar no cálculo base das ordens. O pedido entrou com pouco contexto e alguma pressa. O impacto é real, mas a equipa ainda consegue trabalhar com alguma contenção.",production,cost_calculation,precisamos esta semana,,configuration_request,medium,technical_support,Joao Pereira
SIS-2026-0267,NorteCartao,packaging,Treino sobre quadro de planeamento,"O cliente pediu “algo prático, não muito longo”. Ainda não anexaram prints, mas podem enviar. Se possível, manter com Ana Martins porque já conhece o contexto do cliente. Se fizer sentido, podem manter o ticket com análise humana antes de encaminhar. Não é um bloqueio total; mesmo assim já está a consumir tempo e retrabalho.",production,scheduling,precisamos esta semana,client_misunderstanding / medium / support_level_1,training_needed,medium,training_consulting,Ana Martins
SIS-2026-0268,GrafiNorte SA,printing,Como reordenar planeamento?,"O responsável de planeamento diz que o quadro parece “errado”, mas pelo print só mudou o filtro ativo no topo. Não há bloqueio operacional imediato; o valor aqui é mais de conveniência ou prevenção.",production,scheduling,sem bloqueio operacional; há workaround parcial,training_needed / medium / training_consulting,client_misunderstanding,low,support_level_1,Pedro Neves
SIS-2026-0269,EtiquetaFina,labels,Users are locked out of the platform,"É o tipo de situação em que errar para baixo custa mais do que escalar cedo. Já reiniciaram sessão, browser e posto, sem conclusão clara. O cliente pediu retorno curto mesmo que ainda não haja solução final. O impacto reportado é imediato e o cliente diz que o processo principal ficou parado.",general,login,produção parada,,infrastructure_problem,critical,infrastructure,Marta Silva
SIS-2026-0270,NorteCartao,packaging,Aprovação desaparece depois de validar,"Isto está a atrasar compras e requisições. Não parece ser apenas permissão porque o mesmo perfil funcionava até esta semana. Se precisarem de mais detalhe, o contacto principal está disponível de tarde. Existe impacto relevante no dia de trabalho, embora ainda haja algum contorno manual.",user_permissions,approvals,cliente à espera,,software_bug,high,development,Helena Rocha
SIS-2026-0271,EtiquetaFina,labels,Totais do diário diferentes entre ecrãs,"A contabilidade encontra o documento na origem mas os lançamentos associados não aparecem no diário final. A descrição veio por telefone e foi resumida internamente. Podemos recolher base de dados de exemplo se for preciso, mas ainda não foi pedido. Não é um bloqueio total; mesmo assim já está a consumir tempo e retrabalho.",accounting,journal_entries,afeta uma equipa; melhoria para analisar,,data_issue,medium,technical_support,
SIS-2026-0272,FlexoPrime,printing,Estado do e-invoice não atualiza,"Há registos técnicos por confirmar, por isso o ticket mistura dados, integração e possível bug. Ainda não anexaram prints, mas podem enviar. Há alguma sensibilidade comercial, mas sem dramatização no pedido. O impacto reportado é imediato e o cliente diz que o processo principal ficou parado.",invoicing,e_invoice,sem faturar,data_issue / medium / technical_support,data_issue,critical,technical_support,
SIS-2026-0273,MetalLabel,industrial manufacturing,Dados contabilísticos inconsistentes,"A contabilidade encontra o documento na origem mas os lançamentos associados não aparecem no diário final. Se possível, manter com Pedro Neves porque já conhece o contexto do cliente. O cliente pediu retorno curto mesmo que ainda não haja solução final. Não é um bloqueio total; mesmo assim já está a consumir tempo e retrabalho.",accounting,journal_entries,afeta uma equipa; quando possível,software_bug / high / development,data_issue,medium,technical_support,Pedro Neves
SIS-2026-0274,EuroPackaging PT,packaging,Equipa nova no armazém precisa de acompanhamento,"Pelo histórico, uma sessão curta deve ser mais útil do que responder caso a caso. O utilizador admite que pode estar a seguir um passo desatualizado. Há alguma sensibilidade comercial, mas sem dramatização no pedido. Não há bloqueio operacional imediato; o valor aqui é mais de conveniência ou prevenção.",stock,warehouse_transfer,sem bloqueio operacional,training_needed / low / training_consulting,training_needed,low,training_consulting,
SIS-2026-0275,MetalLabel,industrial manufacturing,Sessão de esclarecimento sobre indicadores,"O ticket também menciona números “estranhos”, mas sem evidência suficiente para classificar já como data issue. Existe suspeita de configuração, embora nada conclusivo. Há quem diga que é só configuração; outros acham que começou depois da última atualização. O processo continua a funcionar e o pedido pode entrar em fila normal.",reporting,dashboards,sem bloqueio operacional,training_needed / low / training_consulting,training_needed,low,training_consulting,
SIS-2026-0276,PlastiCentro,plastics,Ajustar regra EDI para novo cliente,"O fluxo atual funciona para os restantes clientes, por isso parece claramente tema de parametrização e não bug geral. Não é um bloqueio total; mesmo assim já está a consumir tempo e retrabalho.",integrations,edi,afeta uma equipa,feature_request / low / account_management,configuration_request,medium,technical_support,
SIS-2026-0277,TecnoRolo Iberia,industrial manufacturing,Utilizador não entende reconciliação de stock,"A equipa do armazém compara a contagem física com o sistema e interpreta a coluna de ajustamento como erro. Há referência a outro ticket antigo, mas sem número. O impacto é real, mas a equipa ainda consegue trabalhar com alguma contenção.",stock,inventory_counts,precisamos esta semana; fecho do mês,,configuration_request,medium,support_level_1,Marta Silva
SIS-2026-0278,Cartonagem Douro,packaging,Need training on warehouse movement process,"Há utilizadores novos no armazém e estão a abrir tickets diferentes para o mesmo processo de transferência. O pedido entrou com pouco contexto e alguma pressa. Ainda estamos a confirmar se acontece em todas as empresas do grupo ou só nesta. O cliente pediu retorno curto mesmo que ainda não haja solução final. O impacto é real, mas a equipa ainda consegue trabalhar com alguma contenção.",stock,warehouse_transfer,precisamos esta semana,client_misunderstanding / medium / support_level_1,training_needed,medium,training_consulting,Carla Sousa
SIS-2026-0279,AlfaForms,forms and labels,Integração fica intermitente durante o dia,"As chamadas para a API externa estão a falhar por timeout e as encomendas deixam de entrar automaticamente. A equipa insiste que o problema é novo, mas não quantifica bem quando começou. Se possível, manter com Joao Pereira porque já conhece o contexto do cliente. O cliente pediu retorno curto mesmo que ainda não haja solução final. O impacto reportado é imediato e o cliente diz que o processo principal ficou parado.",integrations,api,expedição parada,infrastructure_problem / high / infrastructure,infrastructure_problem,critical,infrastructure,Joao Pereira
SIS-2026-0280,Cartonagem Douro,packaging,Training needed for reporting dashboards,"O pedido nasceu depois de vários mal-entendidos, não de uma falha técnica confirmada. Ainda estamos a confirmar se acontece em todas as empresas do grupo ou só nesta. Se precisarem de mais detalhe, o contacto principal está disponível de tarde. Não há bloqueio operacional imediato; o valor aqui é mais de conveniência ou prevenção.",reporting,dashboards,quando possível,,training_needed,low,training_consulting,Miguel Santos
SIS-2026-0281,MetalLabel,industrial manufacturing,Relatórios grandes dão timeout,"Não é um incidente total do ERP, mas para certas equipas já travou trabalho relevante. Se fizer sentido, podem manter o ticket com análise humana antes de encaminhar. O impacto reportado é imediato e o cliente diz que o processo principal ficou parado.",reporting,custom_reports,todos bloqueados; cliente à espera,,infrastructure_problem,critical,infrastructure,
SIS-2026-0282,PlastiCentro,plastics,Adicionar aviso visual no shop floor,"Hoje conseguem trabalhar sem isso, mas a melhoria pouparia erros manuais e retrabalho. O texto original mistura português com inglês e foi limpo apenas o mínimo para ficar legível. Se fizer sentido, podem manter o ticket com análise humana antes de encaminhar. Não há bloqueio operacional imediato; o valor aqui é mais de conveniência ou prevenção.",production,shop_floor,quando possível,configuration_request / medium / technical_support,feature_request,low,technical_support,
SIS-2026-0283,TextilMinho,textile,Como anular documento sem apagar série?,Talvez valha confirmar se precisam de mini-guia em vez de intervenção técnica. Não há bloqueio operacional imediato; o valor aqui é mais de conveniência ou prevenção.,invoicing,credit_notes,quando possível,,client_misunderstanding,low,support_level_1,Joao Pereira
SIS-2026-0284,EuroPackaging PT,packaging,Pedido de formação no pipeline comercial,Não há avaria; a ideia é consolidar processo antes de aumentar utilizadores. O pedido entrou com pouco contexto e alguma pressa. Não há bloqueio operacional imediato; o valor aqui é mais de conveniência ou prevenção.,CRM,opportunities,sem bloqueio operacional; precisamos esta semana,client_misunderstanding / medium / support_level_1,training_needed,low,training_consulting,
SIS-2026-0285,NorteCartao,packaging,Urgent: Mismatch between KPI and detailed report,"Pode ser atraso de atualização, transformação do dado ou erro humano no filtro; ainda não está claro. Já reiniciaram sessão, browser e posto, sem conclusão clara. Há alguma sensibilidade comercial, mas sem dramatização no pedido. Não é um bloqueio total; mesmo assim já está a consumir tempo e retrabalho.",reporting,kpi_analysis,impacto moderado,,data_issue,medium,technical_support,Pedro Neves
SIS-2026-0286,FibraSul,paper converting,Aprovação desaparece depois de validar,"O diretor aprova o pedido e segundos depois o documento regressa ao estado pendente, como se a ação não tivesse ficado persistida. Pode ser necessário validar em ambiente real e não só em teste. Existe impacto relevante no dia de trabalho, embora ainda haja algum contorno manual.",user_permissions,approvals,afeta vários utilizadores,client_misunderstanding / medium / support_level_1,software_bug,high,development,
SIS-2026-0287,NorteCartao,packaging,Urgent: Workflow aprova e volta a pendente,"Isto está a atrasar compras e requisições. Não parece ser apenas permissão porque o mesmo perfil funcionava até esta semana. O pedido entrou com pouco contexto e alguma pressa. O cliente pediu retorno curto mesmo que ainda não haja solução final. O cliente consegue continuar de forma limitada, mas com custo operacional claro.",user_permissions,approvals,afeta vários utilizadores,configuration_request / medium / technical_support,software_bug,high,development,
SIS-2026-0288,FibraSul,paper converting,Urgent: Quantidades produzidas ficaram erradas,"A chefia diz que consegue continuar a produzir, só que a visibilidade de produção ficou pouco fiável. Pode ser necessário validar em ambiente real e não só em teste. Há quem diga que é só configuração; outros acham que começou depois da última atualização. O cliente consegue continuar de forma limitada, mas com custo operacional claro.",production,shop_floor,precisamos ainda hoje,software_bug / high / development,data_issue,high,technical_support,
SIS-2026-0289,AlfaForms,forms and labels,Gostávamos de anexar classificação interna,"O pedido não corrige falha atual; melhora rastreabilidade e reporting interno. Se possível, manter com Helena Rocha porque já conhece o contexto do cliente. Há alguma sensibilidade comercial, mas sem dramatização no pedido. Não há bloqueio operacional imediato; o valor aqui é mais de conveniência ou prevenção.",CRM,complaints,sem urgência,client_misunderstanding / low / support_level_1,feature_request,low,account_management,Helena Rocha
SIS-2026-0290,ValeFlex,printing,Dados agregados parecem errados,"Pode ser atraso de atualização, transformação do dado ou erro humano no filtro; ainda não está claro. Ainda estamos a confirmar se acontece em todas as empresas do grupo ou só nesta. Se fizer sentido, podem manter o ticket com análise humana antes de encaminhar. O cliente consegue continuar de forma limitada, mas com custo operacional claro.",reporting,kpi_analysis,fecho do mês,data_issue / medium / technical_support,data_issue,high,technical_support,Pedro Neves
SIS-2026-0291,FibraSul,paper converting,Ticket de qualidade não guarda comentário,"A equipa de qualidade abre a ficha mas ao anexar observações o ecrã fecha sem guardar. Ainda estamos a confirmar se acontece em todas as empresas do grupo ou só nesta. Se precisarem de mais detalhe, o contacto principal está disponível de tarde. Existe impacto relevante no dia de trabalho, embora ainda haja algum contorno manual.",CRM,complaints,fecho do mês,configuration_request / medium / technical_support,software_bug,high,development,
SIS-2026-0292,TextilMinho,textile,Timeout no motor de relatórios,"Não é um incidente total do ERP, mas para certas equipas já travou trabalho relevante. O pedido entrou com pouco contexto e alguma pressa. Há alguma sensibilidade comercial, mas sem dramatização no pedido. O cliente consegue continuar de forma limitada, mas com custo operacional claro.",reporting,custom_reports,precisamos ainda hoje,infrastructure_problem / high / infrastructure,infrastructure_problem,high,infrastructure,Carla Sousa
SIS-2026-0293,PrintWorks Porto,printing,Pedido de melhoria na integração,"Pode acabar por tocar arquitetura, então faz sentido classificar com algum cuidado técnico. O cliente pediu retorno curto mesmo que ainda não haja solução final. O impacto é real, mas a equipa ainda consegue trabalhar com alguma contenção.",integrations,webservices,há workaround parcial,client_misunderstanding / low / support_level_1,feature_request,medium,technical_support,Ana Martins
SIS-2026-0294,Cartonagem Douro,packaging,Dúvida funcional no planeamento,"Se for mesmo só orientação, convém não mandar logo para desenvolvimento. O cliente diz que ontem funcionava. No ticket interno alguém escreveu “talvez seja processo”, mas sem certeza. O cliente pediu retorno curto mesmo que ainda não haja solução final. O impacto é real, mas a equipa ainda consegue trabalhar com alguma contenção.",production,scheduling,afeta uma equipa; melhoria para analisar,software_bug / medium / technical_support,client_misunderstanding,medium,support_level_1,
SIS-2026-0295,AlfaForms,forms and labels,Relatório abre mas exportação falha,"Não é crítico para a operação minuto a minuto, mas o cliente usa este ficheiro em reunião com direção e o erro já foi reproduzido várias vezes. O utilizador admite que pode estar a seguir um passo desatualizado. O cliente pediu retorno curto mesmo que ainda não haja solução final. Não é um bloqueio total; mesmo assim já está a consumir tempo e retrabalho.",reporting,excel_export,convém validar com alguma brevidade,configuration_request / medium / technical_support,software_bug,medium,technical_support,
SIS-2026-0296,Braga Print House,printing,Dúvida funcional no planeamento,"Pode haver mistura de configuração com utilização normal. O texto do cliente não é conclusivo. A equipa insiste que o problema é novo, mas não quantifica bem quando começou. O texto original mistura português com inglês e foi limpo apenas o mínimo para ficar legível. O impacto é real, mas a equipa ainda consegue trabalhar com alguma contenção.",production,scheduling,convém validar com alguma brevidade; afeta vários utilizadores,client_misunderstanding / low / support_level_1,client_misunderstanding,medium,support_level_1,
SIS-2026-0297,ValeFlex,printing,Set up external accounting handoff,"O impacto é relevante porque sem isto o arranque comercial atrasa, mas o sistema em si continua operacional. O pedido entrou com pouco contexto e alguma pressa. Há quem diga que é só configuração; outros acham que começou depois da última atualização. O cliente pediu retorno curto mesmo que ainda não haja solução final. O cliente consegue continuar de forma limitada, mas com custo operacional claro.",integrations,edi,parcialmente parado; afeta uma equipa,client_misunderstanding / medium / support_level_1,configuration_request,high,technical_support,
SIS-2026-0298,FlexoPrime,printing,Training needed for reporting dashboards,"O ticket também menciona números “estranhos”, mas sem evidência suficiente para classificar já como data issue. Há alguma sensibilidade comercial, mas sem dramatização no pedido. O impacto é real, mas a equipa ainda consegue trabalhar com alguma contenção.",reporting,dashboards,há workaround parcial,training_needed / low / training_consulting,training_needed,medium,training_consulting,
SIS-2026-0299,NorteCartao,packaging,Feature request for complaint workflow,"O pedido não corrige falha atual; melhora rastreabilidade e reporting interno. Ainda não anexaram prints, mas podem enviar. Não há bloqueio operacional imediato; o valor aqui é mais de conveniência ou prevenção.",CRM,complaints,pode esperar; há workaround parcial,configuration_request / medium / technical_support,feature_request,low,account_management,Joao Pereira
SIS-2026-0300,MetalLabel,industrial manufacturing,Invoice fica presa no último passo,"Desde o início da manhã a equipa comercial consegue preparar a venda mas o documento falha no momento de emitir. Não temos mudança de processo do lado do cliente. No ticket interno alguém escreveu “talvez seja processo”, mas sem certeza. Sem isto resolvido hoje, a operação financeira ou produtiva fica efetivamente bloqueada.",invoicing,invoice_emission,sem faturar,client_misunderstanding / medium / support_level_1,software_bug,critical,development,
SIS-2026-0301,MetalLabel,industrial manufacturing,Mismatch between KPI and detailed report,"Pode ser atraso de atualização, transformação do dado ou erro humano no filtro; ainda não está claro. Existe suspeita de configuração, embora nada conclusivo. O impacto é real, mas a equipa ainda consegue trabalhar com alguma contenção.",reporting,kpi_analysis,afeta uma equipa,client_misunderstanding / medium / support_level_1,data_issue,medium,technical_support,
SIS-2026-0302,MetalLabel,industrial manufacturing,Mapeamento EDI precisa de novo campo,"O impacto é relevante porque sem isto o arranque comercial atrasa, mas o sistema em si continua operacional. O utilizador admite que pode estar a seguir um passo desatualizado. Podemos recolher base de dados de exemplo se for preciso, mas ainda não foi pedido. Existe impacto relevante no dia de trabalho, embora ainda haja algum contorno manual.",integrations,edi,fecho do mês,feature_request / low / account_management,configuration_request,high,technical_support,
SIS-2026-0303,EtiquetaFina,labels,Invoice fica presa no último passo,"A operação passa pelas linhas e cálculo do IVA, depois devolve erro e não gera número. O cliente está a segurar expedições à espera disto. A equipa insiste que o problema é novo, mas não quantifica bem quando começou. Se possível, manter com Helena Rocha porque já conhece o contexto do cliente. Se fizer sentido, podem manter o ticket com análise humana antes de encaminhar. Sem isto resolvido hoje, a operação financeira ou produtiva fica efetivamente bloqueada.",invoicing,invoice_emission,deadline hoje; cliente à espera,,software_bug,critical,development,Helena Rocha
SIS-2026-0304,EuroPackaging PT,packaging,Apontamentos desapareceram do shop floor,"Pode ser sincronização atrasada, mas também pode haver perda real de dados. A descrição veio por telefone e foi resumida internamente. O impacto é real, mas a equipa ainda consegue trabalhar com alguma contenção.",production,shop_floor,convém validar com alguma brevidade; cliente à espera,data_issue / medium / technical_support,data_issue,medium,technical_support,
SIS-2026-0305,LusoPack Embalagens,packaging,Precisa análise - Shop floor reports wrong production count,"Pode ser sincronização atrasada, mas também pode haver perda real de dados. No ticket interno alguém escreveu “talvez seja processo”, mas sem certeza. Se precisarem de mais detalhe, o contacto principal está disponível de tarde. O impacto é real, mas a equipa ainda consegue trabalhar com alguma contenção.",production,shop_floor,precisamos esta semana,data_issue / medium / technical_support,data_issue,medium,technical_support,
SIS-2026-0306,TecnoRolo Iberia,industrial manufacturing,Utilizador não encontra campo no CRM,"O pedido vem com pouca informação e pode ser simplesmente orientação funcional. Ainda não anexaram prints, mas podem enviar. O processo continua a funcionar e o pedido pode entrar em fila normal.",CRM,customer_cards,quando possível,,client_misunderstanding,low,support_level_1,
SIS-2026-0307,AlfaForms,forms and labels,Parametrizar validação fiscal para mercado novo,"Existe alguma pressão temporal porque o arranque está próximo, mas o pedido é planeado e não um bloqueio atual. Podemos recolher base de dados de exemplo se for preciso, mas ainda não foi pedido. Se precisarem de mais detalhe, o contacto principal está disponível de tarde. O cliente consegue continuar de forma limitada, mas com custo operacional claro.",invoicing,tax_validation,afeta vários utilizadores; expedição parada,feature_request / low / account_management,configuration_request,high,technical_support,
SIS-2026-0308,NorteCartao,packaging,Sessão de esclarecimento sobre indicadores,"A administração quer que a equipa intermédia interprete os indicadores da mesma forma antes da próxima revisão mensal. Há alguma sensibilidade comercial, mas sem dramatização no pedido. O impacto é real, mas a equipa ainda consegue trabalhar com alguma contenção.",reporting,dashboards,há workaround parcial,training_needed / low / training_consulting,training_needed,medium,training_consulting,
SIS-2026-0309,FibraSul,paper converting,Expor novo endpoint para parceiro,"Atualmente o processo é manual mas funcional, por isso continua a ser melhoria e não incidente. Já reiniciaram sessão, browser e posto, sem conclusão clara. O cliente pediu retorno curto mesmo que ainda não haja solução final. O cliente consegue continuar de forma limitada, mas com custo operacional claro.",integrations,webservices,precisamos ainda hoje,configuration_request / medium / technical_support,feature_request,high,technical_support,
SIS-2026-0310,FibraSul,paper converting,Pedido de formação sobre validação fiscal,"Por envolver faturação, às vezes estes tickets soam mais urgentes do que realmente são. Há referência a outro ticket antigo, mas sem número. Podemos recolher base de dados de exemplo se for preciso, mas ainda não foi pedido. O impacto é real, mas a equipa ainda consegue trabalhar com alguma contenção.",invoicing,tax_validation,há workaround parcial,training_needed / low / training_consulting,training_needed,medium,training_consulting,
